daya_listrik,kulkas_inverter,kulkas_num,kulkas_power,kulkas_consume_hour,ac_inverter,ac_num,ac_consume_hour,ac_power,lamp_type,lamp_num,lamp_consume_hour,lamp_power,co2_per_month,kwh_per_month,price_per_month
900,sudah,1,110,2,sudah,18,14,320,pijar,5,12,57,23088.53,2528.4,3418396.8000000003
3500,sudah,16,340,18,belum,6,11,340,led,28,22,93,4934.71,5329.44,9054718.559999999
5500,sudah,14,350,13,belum,20,21,380,led,35,2,68,9053.09,6841.8,11624218.200000001
900,belum,2,30,1,belum,18,20,90,led,25,7,59,4159.71,1283.55,1735359.5999999999
2200,belum,6,100,6,belum,4,0,140,neon,30,22,39,994.74,880.2,1271008.8
900,belum,18,120,9,belum,13,0,130,led,1,5,41,499.78,589.35,796801.2000000001
2200,sudah,5,30,22,sudah,12,10,70,neon,8,1,59,10314.47,365.16,527291.04
900,sudah,11,120,6,sudah,15,20,260,neon,28,13,92,27984.78,3582.24,4843188.4799999995
450,sudah,18,340,14,sudah,11,20,250,neon,8,15,16,21795.31,4278.0,1775370.0
2200,belum,14,260,23,sudah,6,3,130,neon,17,14,36,3904.65,2838.84,4099284.9600000004
1300,belum,3,10,5,belum,2,20,130,led,0,7,79,475.7,160.5,231762.0
3500,belum,14,40,9,sudah,19,9,210,led,0,9,31,15241.2,1228.5,2087221.5
3500,sudah,13,270,4,belum,19,5,30,neon,12,16,90,1724.15,1025.1,1741644.9
6600,sudah,16,290,14,sudah,18,2,10,neon,38,2,99,4796.59,2185.32,3712858.68
3500,belum,7,60,13,belum,5,14,360,pijar,18,16,8,1917.94,988.92,1680175.0799999998
6600,belum,7,210,14,sudah,16,21,60,neon,15,19,74,29603.71,1854.9,3151475.1
3500,belum,19,230,2,sudah,17,9,320,led,5,18,47,14232.06,1857.9,3156572.1
450,sudah,0,80,10,sudah,8,21,140,pijar,32,11,81,15853.42,1560.96,647798.4
450,sudah,3,230,5,belum,11,18,10,neon,26,22,46,2722.06,952.26,395187.9
6600,sudah,4,250,8,sudah,11,3,240,pijar,19,1,63,3193.51,513.51,872453.49
6600,belum,5,290,10,belum,0,19,60,led,25,19,4,491.86,492.0,835908.0
2200,belum,2,230,20,sudah,13,18,160,pijar,38,8,73,21671.39,2064.96,2981802.24
3500,belum,19,340,12,belum,5,0,230,led,5,5,28,1895.42,2346.6,3986873.4
1300,sudah,16,110,22,sudah,10,2,60,pijar,21,20,77,4196.72,2167.8,3130303.2
450,belum,4,50,0,sudah,9,0,10,led,33,3,58,154.74,172.26,71487.9
1300,sudah,18,210,23,belum,5,5,250,led,17,23,26,2817.09,3100.68,4477381.92
6600,sudah,11,80,9,sudah,12,0,100,neon,15,17,83,820.59,872.55,1482462.45
2200,belum,9,350,3,sudah,18,4,240,led,14,1,2,6637.8,802.74,1159156.56
900,sudah,1,240,22,belum,15,10,360,led,38,5,45,2936.47,2034.9,2751184.8000000003
450,belum,13,350,12,belum,14,20,150,pijar,27,21,10,5880.7,3068.1,1273261.5
3500,belum,0,40,15,belum,7,5,180,neon,17,23,76,1325.54,1080.48,1835735.52
900,belum,19,350,16,belum,20,4,250,led,22,15,26,4000.76,4049.4,5474788.8
1300,sudah,1,280,13,belum,10,3,390,neon,40,13,97,2042.66,1973.4,2849589.6
3500,sudah,5,80,8,sudah,9,12,270,pijar,18,9,58,10280.54,1252.68,2128303.3200000003
1300,sudah,8,70,7,belum,20,16,250,led,31,11,62,5322.06,3151.86,4551285.84
450,belum,11,300,24,belum,18,21,340,led,11,15,94,8614.15,6696.9,2779213.5
5500,belum,12,40,0,sudah,5,17,290,pijar,13,2,10,7715.3,747.3,1269662.7
2200,belum,6,220,4,sudah,9,7,390,neon,33,12,98,7047.16,2059.74,2974264.5599999996
2200,belum,6,310,12,belum,17,9,250,led,21,7,47,2957.15,2024.37,2923190.28
450,belum,12,220,12,belum,14,10,170,led,31,6,30,2717.98,1831.8,760197.0
1300,sudah,19,250,14,sudah,7,15,200,pijar,25,23,0,11896.49,2625.0,3790500.0
900,sudah,16,100,3,sudah,16,21,210,neon,12,2,54,29823.05,2299.68,3109167.36
2200,belum,5,280,5,belum,20,17,120,led,6,11,61,4182.37,1554.78,2245102.32
5500,belum,16,210,6,belum,20,17,150,neon,22,2,95,4757.82,2260.2,3840079.8
6600,belum,4,350,0,belum,17,2,330,neon,40,20,22,1331.82,864.6,1468955.4000000001
6600,sudah,10,300,14,belum,15,17,190,led,24,19,47,4961.17,3356.46,5702625.54
5500,sudah,15,220,21,belum,2,9,340,neon,15,11,70,2345.08,2609.1,4432860.899999999
5500,belum,15,230,23,belum,3,13,370,led,13,3,13,2640.48,2828.61,4805808.390000001
450,sudah,9,230,24,sudah,5,20,250,pijar,35,16,53,11837.88,3130.8,1299282.0
900,sudah,6,310,7,belum,19,19,380,pijar,32,1,18,6737.51,4523.28,6115474.56
3500,sudah,3,330,5,sudah,19,4,20,led,28,7,83,6910.26,682.14,1158955.8599999999
450,sudah,2,10,15,belum,7,13,20,neon,4,20,42,959.91,164.4,68226.0
900,belum,13,110,0,belum,8,24,270,neon,17,7,93,3195.22,1887.21,2551507.92
3500,belum,12,360,23,sudah,12,19,50,pijar,9,16,86,22215.13,3694.32,6276649.680000001
3500,sudah,19,110,19,belum,5,9,320,led,1,20,35,1763.36,1644.3,2793665.6999999997
6600,belum,9,240,6,sudah,9,4,190,pijar,35,22,92,6522.0,2719.2,4619920.8
6600,sudah,0,270,5,sudah,16,5,130,led,35,17,77,8106.72,1686.45,2865278.5500000003
2200,belum,15,130,22,belum,6,14,230,pijar,30,2,92,2502.73,2032.2,2934496.8000000003
450,belum,2,160,6,belum,2,7,290,led,2,6,2,267.53,180.12,74749.8
3500,belum,18,80,18,sudah,18,8,40,pijar,5,9,9,12908.87,962.55,1635372.45
2200,sudah,16,170,17,belum,12,6,350,pijar,34,23,0,3765.07,2143.2,3094780.8
1300,belum,6,220,7,sudah,5,15,90,led,20,15,52,7061.99,947.7,1368478.8
900,belum,17,180,0,belum,13,7,320,neon,36,17,89,3028.08,2507.64,3390329.28
450,belum,8,330,0,belum,20,9,310,pijar,35,12,19,3810.73,1913.4,794061.0
3500,sudah,5,80,3,belum,2,12,160,pijar,20,5,18,551.21,205.2,348634.8
900,sudah,8,280,9,belum,8,10,270,led,37,16,88,3033.33,2815.68,3806799.36
3500,sudah,13,120,22,sudah,18,16,180,neon,30,3,32,26197.49,2671.2,4538368.8
1300,belum,7,360,2,sudah,0,14,370,led,39,19,1,287.26,173.43,250432.92
900,belum,16,10,19,sudah,2,5,200,pijar,5,7,88,1156.53,243.6,329347.2
2200,belum,3,0,9,belum,4,11,330,neon,21,12,66,1232.85,934.56,1349504.64
1300,sudah,6,150,10,sudah,15,1,80,pijar,10,3,60,1599.29,360.0,519840.0
450,sudah,1,60,11,sudah,19,1,50,led,15,14,67,1996.3,470.4,195216.0
6600,sudah,7,40,5,belum,19,12,320,led,36,1,67,3794.48,2303.16,3913068.84
6600,sudah,8,170,22,belum,0,16,280,pijar,9,20,11,1111.87,957.0,1625943.0
450,belum,16,300,19,belum,14,16,110,led,0,6,9,4732.49,3475.2,1442208.0
450,belum,14,50,16,sudah,5,9,90,neon,26,16,94,5265.85,1630.62,676707.2999999999
5500,sudah,0,40,2,belum,13,8,400,led,32,24,74,3367.74,2952.96,5017079.04
3500,belum,20,110,23,sudah,11,22,360,led,31,20,29,24055.03,4671.0,7936029.0
1300,sudah,8,80,19,belum,13,9,270,led,32,9,12,2214.86,1416.18,2044963.9200000002
900,belum,4,80,17,sudah,20,13,50,led,36,22,96,24060.74,2834.16,3831784.32
3500,belum,11,150,1,sudah,3,2,340,neon,33,10,59,1195.28,694.8,1180465.2
900,sudah,16,300,23,belum,9,17,370,led,33,13,34,5761.85,5447.88,7365533.76
900,belum,3,80,18,sudah,0,17,10,pijar,4,12,61,268.7,217.44,293978.88
3500,sudah,6,350,24,sudah,16,3,10,neon,20,3,70,5353.88,1652.4,2807427.6
900,sudah,20,140,2,belum,15,4,230,neon,9,16,75,1303.33,906.0,1224912.0
3500,belum,7,120,20,sudah,12,15,130,neon,6,16,85,16211.74,1450.8,2464909.1999999997
3500,belum,13,20,1,belum,0,17,70,neon,22,8,47,282.68,255.96,434876.04000000004
1300,sudah,2,360,0,belum,0,7,380,pijar,30,9,4,509.13,32.4,46785.6
2200,belum,15,230,12,belum,17,5,60,led,18,24,52,2484.69,2068.92,2987520.48
2200,belum,1,30,0,sudah,4,20,110,neon,37,12,12,7198.47,423.84,612024.96
900,belum,12,10,20,belum,5,10,250,pijar,32,20,5,2060.18,543.0,734136.0
1300,sudah,18,210,14,belum,18,9,90,neon,16,21,97,3963.7,3002.76,4335985.44
3500,belum,17,320,13,belum,17,4,220,pijar,37,2,24,2827.55,2623.68,4457632.319999999
3500,sudah,3,310,7,sudah,19,10,110,pijar,12,23,84,17521.53,1517.82,2578776.1799999997
2200,belum,6,0,5,sudah,8,2,370,pijar,8,16,21,1771.83,258.24,372898.56
900,sudah,20,190,1,belum,10,3,260,neon,10,14,88,889.53,717.6,970195.2000000001
3500,sudah,6,30,19,sudah,19,13,290,led,2,24,100,22495.14,2395.5,4069954.5
5500,sudah,12,100,5,sudah,20,2,30,neon,6,1,15,3520.89,218.7,371571.3
1300,sudah,7,260,19,belum,18,22,30,led,36,13,16,4822.08,1618.44,2337027.36
450,belum,7,200,22,belum,18,22,300,led,9,19,4,7031.85,4508.52,1871035.8000000003
3500,belum,9,300,0,sudah,9,16,230,neon,25,0,82,12778.32,993.6,1688126.4000000001
900,sudah,18,180,11,sudah,11,22,20,led,6,24,0,21191.43,1214.4,1641868.8
2200,belum,8,220,17,sudah,5,7,40,neon,11,20,52,4051.69,1282.8,1852363.2
1300,belum,15,160,15,belum,7,12,150,pijar,9,7,76,2146.78,1601.64,2312768.16
900,sudah,19,160,14,sudah,9,2,100,neon,31,21,61,3828.65,2522.13,3409919.7600000002
450,sudah,11,210,9,belum,14,8,80,led,9,16,21,1791.63,983.22,408036.3
5500,sudah,10,40,11,belum,13,22,90,led,23,12,52,3603.3,1334.76,2267757.2399999998
1300,sudah,19,200,5,belum,10,23,200,led,0,17,95,3541.51,1950.0,2815800.0
6600,belum,15,280,18,sudah,10,7,370,pijar,19,4,60,8523.79,3181.8,5405878.2
5500,belum,10,10,7,belum,8,22,380,pijar,22,23,32,4416.01,2513.16,4269858.84
6600,belum,3,50,18,sudah,12,20,70,led,13,9,4,20505.02,599.04,1017768.96
450,sudah,7,320,8,sudah,1,4,340,neon,7,1,19,805.33,582.39,241691.85
2200,belum,5,300,2,belum,15,2,100,led,15,9,61,623.71,427.05,616660.2000000001
3500,belum,1,100,1,belum,15,16,230,led,21,2,63,3449.56,1738.38,2953507.62
1300,sudah,13,130,0,belum,16,1,30,neon,21,1,24,171.19,29.52,42626.88
5500,sudah,6,320,20,sudah,8,17,400,neon,20,21,77,14490.21,3754.2,6378385.8
900,sudah,2,300,7,sudah,10,6,0,led,14,2,67,5151.55,182.28,246442.56
2200,belum,1,0,7,sudah,0,10,340,neon,40,7,59,515.82,495.6,715646.4
5500,belum,2,110,18,sudah,4,14,130,pijar,12,4,20,5047.62,366.0,621834.0
2200,sudah,4,90,4,sudah,8,9,210,pijar,6,6,52,6501.26,552.96,798474.2400000001
2200,belum,9,140,0,sudah,9,1,230,led,33,18,20,1196.62,418.5,604314.0
5500,sudah,15,340,10,belum,15,16,380,led,26,7,100,5918.85,4812.0,8175588.0
450,sudah,15,260,14,sudah,10,13,100,led,15,10,59,12707.3,2293.5,951802.5
6600,sudah,4,340,3,sudah,15,3,330,led,22,7,57,4434.65,831.24,1412276.76
450,belum,8,40,24,sudah,16,1,60,neon,29,15,1,1786.35,272.25,112983.75
900,belum,10,180,1,belum,16,1,350,led,37,20,90,2027.91,2220.0,3001440.0
3500,belum,11,270,14,sudah,20,22,0,pijar,9,10,11,37863.6,1277.1,2169792.9
6600,belum,6,140,17,belum,20,14,290,pijar,32,21,21,6228.52,3287.76,5585904.24
1300,sudah,11,60,11,sudah,10,3,150,pijar,17,7,100,3296.53,709.8,1024951.2
900,sudah,11,110,5,belum,14,2,320,neon,15,22,35,1027.65,796.8,1077273.5999999999
1300,belum,18,80,0,belum,0,19,240,pijar,33,22,68,2460.9,1481.04,2138621.76
2200,belum,16,290,0,belum,13,17,140,pijar,23,15,39,3576.0,1331.85,1923191.4
5500,sudah,19,300,19,sudah,7,10,280,led,37,6,35,9147.45,4070.1,6915099.899999999
3500,sudah,11,160,1,belum,13,23,270,pijar,39,3,24,4806.95,2558.94,4347639.0600000005
5500,sudah,10,150,8,belum,16,19,210,pijar,10,16,13,4769.5,2337.6,3971582.4
2200,sudah,13,360,2,belum,5,4,310,pijar,37,4,1,813.44,471.24,680470.56
2200,sudah,6,320,7,belum,6,22,310,led,4,20,83,2602.54,1830.0,2642520.0
5500,belum,16,260,21,sudah,14,6,20,neon,3,11,21,9200.58,2691.99,4573691.01
5500,belum,2,120,1,belum,10,15,270,pijar,3,17,99,2467.37,1373.67,2333865.33
3500,belum,6,110,14,belum,13,17,350,led,35,0,58,3968.71,2597.7,4413492.3
1300,belum,11,130,10,sudah,19,23,250,pijar,39,12,24,40447.75,4043.46,5838756.24
6600,belum,14,60,22,belum,4,9,140,led,13,16,24,1094.1,855.36,1453256.6400000001
450,belum,12,230,1,sudah,12,18,200,pijar,26,19,88,20989.49,2682.96,1113428.4
3500,belum,1,20,10,sudah,5,13,330,pijar,24,5,33,6235.79,768.3,1305341.7
900,belum,6,0,23,belum,16,7,110,neon,33,15,46,2049.28,1052.7,1423250.4000000001
2200,sudah,9,90,13,sudah,8,1,350,led,35,16,82,2197.45,1777.5,2566710.0
5500,sudah,6,140,17,sudah,6,12,290,neon,29,22,82,8365.81,2624.28,4458651.720000001
3500,sudah,8,230,2,sudah,9,0,370,led,15,19,12,227.46,213.0,361887.0
900,belum,13,0,9,belum,2,15,70,pijar,12,20,10,822.46,135.0,182520.0
450,belum,12,40,22,belum,18,22,60,neon,9,22,69,4707.86,1439.46,597375.9
450,belum,5,60,8,sudah,7,6,370,neon,28,3,84,4134.37,749.88,311200.2
6600,belum,18,150,15,belum,20,12,180,neon,6,0,91,4108.02,2511.0,4266189.0
900,belum,9,170,19,sudah,8,11,260,neon,12,9,62,8799.3,1759.38,2378681.7600000002
900,sudah,3,180,24,belum,7,14,290,neon,39,17,72,3257.83,2673.48,3614544.96
2200,belum,11,30,17,belum,13,1,170,led,26,16,87,1272.96,1320.36,1906599.8399999999
1300,belum,6,0,9,belum,7,4,380,neon,33,10,59,1111.03,903.3,1304365.2
450,sudah,16,180,12,sudah,4,8,130,pijar,24,16,81,5038.86,2094.72,869308.7999999999
900,sudah,3,350,22,sudah,15,16,0,led,24,3,33,20627.98,764.28,1033306.5599999999
1300,sudah,11,130,6,belum,0,10,90,pijar,24,18,58,1579.34,1009.08,1457111.52
900,sudah,3,360,7,belum,3,6,130,pijar,0,8,80,393.33,297.0,401544.0
450,belum,10,20,11,sudah,17,18,360,led,30,4,11,28220.69,3410.4,1415316.0
450,sudah,15,90,3,belum,2,23,290,neon,29,3,63,985.29,686.13,284743.95
2200,belum,18,250,14,sudah,6,7,140,pijar,8,11,87,5514.01,2296.08,3315539.52
1300,belum,7,80,22,belum,18,4,210,pijar,30,19,45,2927.92,1592.7,2299858.8000000003
5500,belum,1,120,4,belum,6,20,230,neon,28,19,19,2177.33,1145.64,1946442.36
6600,belum,6,20,9,sudah,2,13,100,neon,16,18,13,2483.11,222.72,378401.27999999997
3500,belum,5,340,5,sudah,20,5,20,pijar,32,8,2,9056.51,330.36,561281.64
2200,sudah,10,180,1,belum,17,0,400,pijar,1,8,49,68.1,65.76,94957.44
5500,belum,17,350,10,sudah,0,6,330,neon,34,20,27,2174.67,2335.8,3968524.2
2200,belum,1,270,23,belum,12,2,190,neon,9,2,10,478.62,328.5,474354.0
5500,belum,20,220,10,belum,15,0,140,pijar,30,11,36,1950.26,1676.4,2848203.6
5500,belum,7,220,4,belum,14,2,0,led,23,7,68,683.23,513.24,871994.76
450,belum,4,150,2,belum,14,20,200,neon,36,3,85,4036.1,1991.4,826431.0
5500,belum,13,330,4,belum,8,24,30,pijar,17,5,82,2529.98,896.7,1523493.3
900,sudah,2,70,9,belum,2,10,310,led,30,6,49,595.91,488.4,660316.7999999999
1300,sudah,20,50,5,belum,15,24,340,neon,23,24,44,6954.44,4550.64,6571124.16
450,belum,20,250,5,belum,15,1,160,pijar,30,10,6,1376.57,876.0,363540.0
1300,sudah,16,40,0,sudah,13,10,110,neon,31,14,46,11833.84,1027.92,1484316.4800000002
2200,sudah,4,160,19,sudah,0,11,0,pijar,38,2,27,487.3,426.36,615663.84
450,belum,17,330,2,belum,8,12,40,pijar,16,23,49,2276.47,992.76,411995.4
450,sudah,2,60,22,belum,4,22,260,neon,25,18,8,1659.12,873.6,362544.0
900,sudah,3,110,20,sudah,15,20,340,led,9,9,18,27616.1,3301.74,4463952.4799999995
6600,belum,3,70,16,sudah,9,4,320,pijar,33,4,16,3646.81,509.76,866082.24
1300,sudah,2,330,9,sudah,7,10,180,led,11,18,81,6689.58,1037.34,1497918.96
2200,belum,17,220,21,sudah,1,0,340,pijar,4,2,22,1945.97,2361.48,3409977.12
900,sudah,0,360,22,belum,20,14,200,pijar,40,10,98,5379.6,2856.0,3861312.0
1300,sudah,1,10,18,sudah,17,21,20,led,18,16,63,30410.07,763.92,1103100.48
900,belum,14,350,15,belum,1,4,300,neon,14,22,18,2107.11,2407.32,3254696.64
5500,belum,16,10,1,sudah,11,10,160,led,1,1,12,9588.18,533.16,905838.84
2200,belum,13,290,18,sudah,20,21,60,led,2,16,29,37268.74,2819.64,4071560.1599999997
5500,belum,19,310,20,sudah,8,12,170,neon,10,12,96,11563.62,4369.2,7423270.8
1300,belum,5,350,4,belum,10,2,30,pijar,3,13,18,442.82,249.06,359642.64
1300,belum,7,130,4,belum,16,9,330,neon,39,24,60,4197.16,3219.6,4649102.399999999
5500,belum,17,210,0,belum,8,7,230,neon,21,8,37,1009.5,572.88,973323.12
6600,belum,16,320,15,belum,16,10,210,led,33,10,70,4644.38,4005.0,6804495.0
1300,sudah,7,70,24,belum,6,24,200,neon,22,7,30,2416.47,1355.4,1957197.6
3500,belum,19,50,11,belum,19,24,220,led,20,12,62,6999.15,3769.5,6404380.5
2200,sudah,7,150,4,sudah,17,15,10,led,25,20,27,21832.19,607.5,877230.0
1300,belum,17,300,6,belum,12,16,50,pijar,40,13,83,4577.36,2500.8,3611155.2
1300,belum,8,300,6,sudah,3,10,370,neon,7,16,54,3302.78,946.44,1366659.36
900,sudah,3,130,19,sudah,20,15,390,neon,32,7,1,28042.56,3739.02,5055155.04
450,sudah,10,180,16,belum,17,23,80,led,21,7,16,4920.03,1872.96,777278.4
5500,belum,1,340,5,sudah,3,15,70,led,8,22,65,4169.16,488.7,830301.2999999999
1300,belum,15,100,15,belum,1,23,140,led,24,12,78,1440.74,1445.52,2087330.88
2200,belum,5,160,14,belum,2,24,80,neon,2,16,70,852.36,518.4,748569.6
6600,sudah,20,0,11,belum,5,12,70,led,20,4,43,764.99,229.2,389410.8
5500,sudah,8,0,12,belum,6,16,150,pijar,14,1,58,1235.91,456.36,775355.64
6600,sudah,1,190,8,sudah,0,8,90,led,34,14,40,580.17,616.8,1047943.2
5500,sudah,4,340,20,belum,6,19,160,neon,1,17,3,2082.36,1364.73,2318676.27
2200,belum,15,10,22,belum,18,10,260,pijar,26,8,20,3282.8,1627.8,2350543.1999999997
1300,sudah,14,310,10,sudah,19,22,0,pijar,4,15,57,36072.7,1404.6,2028242.4
5500,sudah,17,130,18,belum,2,11,10,neon,15,0,77,1199.66,1200.0,2038800.0
2200,belum,9,50,6,sudah,7,0,10,led,10,23,89,602.87,695.1,1003724.4
450,belum,11,0,12,sudah,19,13,270,led,37,3,96,22453.41,2320.38,962957.7000000001
1300,sudah,16,40,22,belum,4,22,320,pijar,39,11,29,2895.45,1640.43,2368780.92
5500,belum,11,10,17,sudah,2,7,250,pijar,10,1,23,1359.04,168.0,285432.0
450,belum,17,20,15,belum,7,1,260,neon,8,24,91,778.69,731.76,303680.4
6600,sudah,1,20,18,sudah,18,11,250,pijar,35,11,21,18555.56,1738.35,2953456.65
2200,belum,4,50,23,sudah,12,12,310,pijar,18,14,57,13967.28,1908.12,2755325.28
2200,belum,10,250,24,sudah,15,14,30,neon,10,17,55,19409.28,2269.5,3277158.0
6600,sudah,0,190,15,sudah,0,9,120,neon,2,24,98,132.14,141.12,239762.88
1300,sudah,15,350,0,belum,16,12,90,pijar,3,19,98,2302.84,685.98,990555.12
1300,belum,7,270,5,belum,11,16,170,neon,26,8,21,2654.21,1312.14,1894730.1600000001
450,belum,1,20,12,belum,15,3,110,pijar,40,2,71,791.38,326.1,135331.5
5500,belum,16,130,20,sudah,14,4,350,led,29,13,10,6342.19,1949.1,3311520.9
6600,belum,7,310,0,belum,12,14,170,led,39,9,51,2617.47,1393.83,2368117.17
3500,sudah,2,70,8,belum,15,5,30,pijar,35,11,30,1693.77,447.6,760472.4
3500,belum,3,140,0,belum,13,11,360,neon,1,3,91,2456.4,1552.59,2637850.4099999997
900,sudah,1,50,1,belum,12,13,300,led,15,18,37,2741.45,1705.2,2305430.4
2200,sudah,5,110,11,belum,9,20,170,neon,7,6,94,2544.77,1217.94,1758705.36
6600,belum,16,170,22,sudah,20,20,140,neon,4,23,48,36281.42,3607.68,6129448.319999999
1300,belum,16,150,1,belum,5,24,10,led,37,19,37,1879.73,888.33,1282748.52
450,sudah,0,240,0,sudah,19,5,60,led,30,2,19,8089.41,205.2,85158.0
450,belum,17,50,6,belum,13,9,0,led,23,18,93,2144.43,1308.06,542844.9
5500,belum,10,0,13,sudah,4,14,300,pijar,24,19,58,6529.79,1297.44,2204350.56
900,belum,20,270,23,sudah,4,12,290,neon,31,4,52,7558.56,4337.04,5863678.08
450,belum,1,220,9,sudah,13,18,100,neon,37,7,51,20525.45,1157.67,480433.05000000005
450,sudah,8,50,7,sudah,5,13,310,pijar,20,6,41,6299.25,836.1,346981.5
450,sudah,14,130,4,sudah,16,24,360,led,24,4,1,35453.81,4368.48,1812919.1999999997
900,belum,14,320,18,sudah,2,8,100,led,30,10,80,3947.72,3187.2,4309094.399999999
450,sudah,1,90,6,sudah,14,17,150,pijar,12,18,97,21565.7,1715.76,712040.4
6600,sudah,15,330,4,sudah,12,12,300,pijar,5,5,75,13582.9,1946.25,3306678.75
6600,sudah,12,180,13,sudah,2,23,160,led,12,0,45,4701.38,1063.2,1806376.8
6600,sudah,8,30,2,belum,13,6,390,pijar,9,8,72,1656.33,1082.52,1839201.48
900,belum,7,130,0,belum,9,10,110,led,12,2,40,1039.71,325.8,440481.60000000003
450,belum,5,150,22,belum,19,9,160,neon,32,23,80,4252.23,3082.2,1279113.0
6600,sudah,5,320,8,sudah,3,9,320,pijar,14,7,10,2961.48,672.6,1142747.4000000001
2200,belum,15,170,20,sudah,4,12,400,neon,3,17,12,5755.78,2124.36,3067575.8400000003
3500,belum,16,90,9,belum,10,6,400,led,40,6,53,1768.28,1490.4,2532189.6
450,sudah,9,310,8,sudah,2,15,380,neon,31,8,12,3490.21,1100.88,456865.20000000007
3500,sudah,2,360,2,belum,9,11,160,led,34,13,88,2267.11,1685.28,2863290.7199999997
3500,belum,0,210,21,belum,1,11,260,pijar,40,4,92,795.09,527.4,896052.6
2200,belum,8,270,22,belum,2,16,10,pijar,14,18,56,2224.93,1858.56,2683760.64
450,sudah,1,160,20,belum,11,14,100,pijar,38,21,70,4518.23,2233.8,927027.0000000001
450,belum,17,340,17,sudah,16,8,280,led,3,14,10,13902.52,4035.6,1674774.0
6600,belum,3,290,7,sudah,12,20,210,led,33,21,70,22610.91,3150.0,5351850.0
5500,sudah,7,30,17,belum,5,11,80,led,40,18,41,1528.36,1124.7,1910865.3
3500,belum,3,290,17,sudah,14,12,260,led,3,10,11,15399.49,1764.0,2997036.0
1300,sudah,14,220,13,sudah,5,2,400,pijar,35,2,68,2146.63,1464.0,2114016.0
6600,belum,13,290,22,sudah,6,18,370,led,26,2,96,12081.4,3836.76,6518655.24
3500,belum,8,340,1,belum,15,14,80,led,23,4,37,2378.25,687.72,1168436.28
2200,belum,3,10,0,sudah,9,13,270,led,7,23,6,10547.27,976.68,1410325.92
3500,belum,20,210,18,sudah,2,13,300,neon,27,5,84,4536.31,2842.2,4828897.8
450,belum,8,220,13,sudah,17,15,260,led,15,0,49,23369.56,2675.4,1110291.0
3500,sudah,10,90,23,sudah,4,0,160,led,18,15,19,712.91,774.9,1316555.0999999999
5500,sudah,6,160,18,sudah,17,21,270,pijar,10,8,58,32697.99,3549.3,6030260.7
3500,belum,0,20,21,sudah,6,3,60,led,3,17,70,1619.48,139.5,237010.5
2200,belum,4,170,8,sudah,19,9,30,neon,21,23,41,15188.45,911.19,1315758.36
1300,sudah,4,50,11,sudah,19,3,10,pijar,36,9,39,5702.47,462.18,667387.92
2200,belum,3,340,13,belum,8,1,400,led,28,13,65,1093.86,1203.6,1737998.4
1300,sudah,15,60,15,belum,2,16,30,pijar,24,20,60,2204.62,1297.8,1874023.2
1300,belum,15,360,20,sudah,20,5,190,neon,11,10,72,11622.2,4047.6,5844734.399999999
1300,belum,15,150,13,sudah,2,15,360,led,13,2,78,3538.72,1262.34,1822818.96
6600,belum,7,170,1,belum,14,16,300,pijar,26,24,37,5209.92,2744.34,4662633.66
6600,belum,14,330,24,belum,14,7,400,neon,34,7,55,4867.6,4895.1,8316774.9
3500,belum,14,10,3,belum,3,20,60,led,8,11,21,684.92,176.04,299091.95999999996
2200,belum,11,100,11,sudah,10,23,210,led,40,23,63,22159.86,3550.8,5127355.2
900,sudah,10,300,21,sudah,19,23,130,pijar,13,11,13,39579.49,3650.07,4934894.640000001
3500,belum,15,30,2,sudah,18,21,200,neon,31,14,35,33856.89,2750.7,4673439.3
6600,belum,17,210,11,sudah,7,5,360,pijar,7,4,10,4235.21,1564.5,2658085.5
3500,belum,1,110,3,belum,6,18,0,led,20,2,30,980.28,45.9,77984.09999999999
2200,belum,6,70,13,sudah,13,1,40,pijar,17,18,10,1861.9,271.2,391612.8
1300,belum,8,20,21,sudah,3,16,300,pijar,6,24,98,5045.49,956.16,1380695.04
2200,belum,19,200,21,sudah,20,18,20,led,26,23,61,33112.77,3704.34,5349066.96
900,belum,10,210,11,belum,0,18,200,pijar,24,13,63,1588.97,1282.68,1734183.36
3500,sudah,19,250,11,belum,19,16,360,pijar,24,13,2,7054.2,4869.42,8273144.58
5500,sudah,6,170,8,belum,15,21,300,pijar,28,4,64,5521.41,3294.84,5597933.16
2200,belum,2,10,19,belum,4,8,100,pijar,3,21,43,546.6,188.67,272439.48
900,belum,5,110,10,belum,4,12,20,led,7,10,22,629.3,240.0,324480.0
3500,sudah,14,50,13,sudah,7,13,400,led,25,12,8,8810.06,1437.0,2441463.0
3500,sudah,12,280,5,belum,18,22,260,pijar,15,9,31,6598.8,3718.35,6317476.649999999
1300,sudah,11,270,5,sudah,13,4,390,neon,31,13,56,5883.0,1730.94,2499477.36
5500,sudah,19,270,21,sudah,7,4,0,neon,13,16,2,5058.42,3244.38,5512201.62
3500,belum,8,340,16,belum,3,7,10,led,4,3,91,1266.98,1344.66,2284577.3400000003
6600,belum,11,260,10,belum,20,8,240,pijar,17,16,84,4010.1,2695.44,4579552.5600000005
900,sudah,14,160,18,belum,20,8,350,neon,29,16,50,4460.53,3585.6,4847731.2
900,belum,9,230,16,sudah,19,24,280,led,3,9,82,41869.23,4890.42,6611847.84
2200,sudah,10,260,2,sudah,4,19,120,neon,11,1,63,6695.6,450.39,650363.16
