id_user,daya_listrik,kulkas_inverter,kulkas_num,kulkas_power,ac_inverter,ac_num,ac_consume_hour,ac_power,lamp_type,lamp_num,lamp_consume_hour,lamp_power,others_power_total,co2_produce_electric_per_month,biaya_per_month,watt_per_month
12887,3500,belum,17,80,sudah,16,7,160,pijar,14,24,60,227,34.05,67415.25651,39.667
12888,900,belum,16,330,sudah,11,3,30,pijar,13,12,97,420,18.50,29503.344,21.822
12889,1300,belum,8,260,belum,4,3,180,neon,17,1,66,281,4.78,8152.4421,5.643
12890,6600,belum,10,240,sudah,8,22,280,led,1,0,78,240,43.93,88239.5976,51.92
12891,450,sudah,2,100,sudah,7,8,360,pijar,5,20,77,771,24.25,11964.865,28.831
12892,900,sudah,3,30,belum,17,16,70,led,31,24,49,992,48.92,76493.456,56.578
12893,2200,belum,7,0,belum,9,17,190,pijar,31,12,17,777,31.69,52256.2437,36.171
12894,450,sudah,12,260,belum,1,20,90,pijar,26,20,10,878,10.19,4564.17,10.998
12895,1300,belum,18,40,sudah,17,3,380,pijar,7,13,45,802,21.14,36113.1659,24.997
12896,2200,sudah,3,320,belum,13,1,300,led,17,21,26,114,11.89,20595.6432,14.256
12897,1300,belum,11,280,belum,9,23,130,pijar,6,9,47,948,29.40,48362.7772,33.476
12898,5500,belum,11,190,belum,3,20,320,neon,19,5,13,144,19.21,38526.64557,22.669
12899,1300,belum,8,10,belum,10,13,140,neon,40,10,76,986,42.08,71752.4702,49.666
12900,6600,sudah,9,130,belum,10,5,240,neon,3,15,37,417,13.01,25921.23156,15.252
12901,6600,sudah,13,310,sudah,15,7,50,neon,29,7,3,705,9.63,18004.82082,10.594
12902,6600,belum,13,150,belum,20,0,270,led,6,11,4,10,1.91,3779.75472,2.224
12903,450,sudah,16,140,belum,15,22,390,neon,9,3,71,519,112.33,55351.04,133.376
12904,6600,belum,3,120,belum,8,12,100,neon,10,17,10,165,10.62,20096.94225,11.825
12905,3500,sudah,0,230,sudah,1,18,150,neon,37,22,3,999,5.54,10436.81373,6.141
12906,6600,belum,16,130,sudah,8,24,340,pijar,32,18,98,973,104.86,212069.0529,124.781
12907,900,sudah,15,250,belum,12,10,210,led,9,1,0,760,25.48,40167.92,29.71
12908,900,belum,11,220,sudah,13,16,40,pijar,37,3,71,432,17.42,25759.656,19.053
12909,3500,belum,0,200,belum,1,12,300,neon,25,12,14,857,7.34,14712.83121,8.657
12910,1300,sudah,20,350,sudah,19,10,400,led,33,22,69,267,111.02,192666.6367,133.361
12911,2200,belum,9,90,sudah,16,14,340,neon,19,18,46,502,78.29,134651.8188,93.204
12912,5500,belum,18,220,belum,6,14,110,led,2,2,15,930,12.46,24116.3307,14.19
12913,900,belum,0,60,sudah,12,20,260,led,7,11,28,935,55.50,88543.832,65.491
12914,6600,belum,3,30,belum,3,22,20,led,25,3,95,332,7.87,15069.73251,8.867
12915,450,sudah,5,290,belum,20,0,160,neon,3,24,70,727,5.98,2995.055,7.217
12916,2200,belum,18,60,belum,3,16,320,pijar,13,19,78,963,31.02,52975.7043,36.669
12917,1300,sudah,1,290,sudah,7,10,30,pijar,26,3,13,493,3.86,5629.9959,3.897
12918,6600,sudah,12,80,belum,7,17,290,pijar,18,3,88,140,34.29,68596.42986,40.362
12919,2200,belum,6,80,belum,19,4,120,led,30,3,36,199,11.40,18837.4433,13.039
12920,1300,belum,12,120,belum,15,14,190,led,25,16,21,495,43.16,72574.5045,50.235
12921,2200,sudah,17,170,belum,13,12,70,led,30,22,41,160,35.22,59276.041,41.03
12922,5500,belum,4,130,sudah,17,10,130,led,0,21,23,51,19.87,38530.04463,22.671
12923,1300,sudah,13,70,sudah,18,9,230,neon,9,19,9,901,34.65,58669.267,40.61
12924,5500,belum,14,140,belum,20,13,30,neon,4,10,62,68,12.44,20917.81524,12.308
12925,2200,sudah,2,270,sudah,7,7,190,pijar,2,11,67,842,10.39,17576.2202,12.166
12926,5500,belum,8,70,belum,11,18,200,pijar,12,11,60,603,41.92,82738.21899,48.683
12927,6600,sudah,6,140,sudah,6,6,330,pijar,30,19,88,912,53.63,108416.4178,63.792
12928,3500,belum,14,320,sudah,1,0,180,pijar,34,19,16,367,13.68,25803.96399,15.183
12929,900,belum,14,260,belum,14,4,150,neon,14,15,22,667,14.86,23426.104,17.327
12930,2200,sudah,12,80,belum,10,8,90,led,29,11,54,214,21.81,36984.32,25.6
12931,3500,belum,15,140,sudah,4,22,240,pijar,5,22,71,35,26.40,52795.89945,31.065
12932,2200,sudah,15,280,sudah,6,16,30,pijar,20,4,5,535,7.51,11579.2705,8.015
12933,900,sudah,2,170,belum,11,15,250,led,19,22,9,905,39.45,62539.464,46.257
12934,450,belum,1,330,sudah,18,18,90,neon,7,10,36,124,28.79,13335.61,32.134
12935,2200,belum,2,20,belum,15,16,310,pijar,22,14,92,137,87.03,148678.4111,102.913
12936,3500,sudah,11,220,sudah,20,24,150,led,15,12,79,988,77.15,152325.4748,89.628
12937,2200,sudah,0,130,sudah,14,20,230,pijar,9,22,35,389,61.24,103612.4393,71.719
12938,2200,belum,20,310,sudah,13,23,380,pijar,36,17,96,43,149.89,258045.0905,178.615
12939,3500,sudah,19,160,sudah,12,16,60,pijar,8,4,76,906,16.26,30418.18794,17.898
12940,1300,sudah,13,130,sudah,10,5,100,led,13,22,7,335,7.90,13041.3069,9.027
12941,5500,sudah,3,180,belum,17,16,260,neon,38,8,88,76,82.94,166703.4986,98.088
12942,6600,sudah,19,230,belum,9,14,220,neon,1,21,7,837,28.32,56210.25522,33.074
12943,6600,sudah,14,300,belum,1,5,140,pijar,12,5,32,507,6.23,12452.45631,7.327
12944,2200,belum,7,240,sudah,15,8,210,pijar,19,12,33,209,29.72,50005.4011,34.613
12945,1300,belum,18,130,sudah,16,0,220,led,3,23,89,64,7.12,12344.9615,8.545
12946,5500,sudah,0,180,sudah,11,15,130,pijar,31,21,96,327,71.49,143224.4917,84.273
12947,900,belum,14,240,sudah,18,22,290,led,8,11,48,386,103.73,166039.12,122.81
12948,1300,sudah,4,240,sudah,8,19,40,neon,0,8,28,238,7.12,10514.5266,7.278
12949,450,sudah,18,220,belum,19,20,70,led,1,16,51,507,29.54,13231.445,31.883
12950,1300,belum,7,350,sudah,1,17,200,led,36,17,80,715,45.82,80216.9675,55.525
12951,450,belum,20,200,sudah,3,10,150,pijar,28,24,63,296,43.46,21219.78,51.132
12952,1300,sudah,19,110,sudah,5,7,220,neon,29,2,75,166,12.12,20667.8782,14.306
12953,2200,belum,11,300,belum,17,10,270,led,7,15,96,652,50.70,86583.7604,59.932
12954,2200,sudah,20,220,belum,18,13,20,pijar,5,10,16,375,10.63,14815.3985,10.255
12955,900,belum,2,10,sudah,11,1,360,neon,40,18,98,471,61.93,101414.872,75.011
12956,900,belum,6,110,belum,9,10,300,neon,35,18,76,100,63.12,102265.28,75.64
12957,5500,belum,18,250,belum,17,13,150,led,14,4,64,403,36.17,70763.33061,41.637
12958,900,belum,12,170,sudah,19,21,360,led,30,19,26,867,135.46,218168.184,161.367
12959,6600,sudah,19,350,belum,13,1,220,pijar,38,15,25,785,21.36,41714.96385,24.545
12960,3500,belum,15,170,belum,0,9,30,led,29,21,100,190,52.39,108158.0892,63.64
12961,900,sudah,3,30,sudah,16,19,340,pijar,23,18,42,629,102.62,164223.384,121.467
12962,6600,sudah,18,180,sudah,15,24,180,pijar,0,7,73,722,59.15,116863.0819,68.762
12963,450,belum,20,70,sudah,9,14,20,led,18,0,62,593,4.74,1872.895,4.513
12964,1300,belum,13,140,sudah,20,4,70,led,15,0,64,625,7.26,11622.6115,8.045
12965,6600,belum,3,360,belum,3,15,390,neon,39,17,48,719,42.67,86970.04869,51.173
12966,450,belum,1,70,belum,19,6,20,pijar,30,18,95,271,46.18,22377.215,53.921
12967,450,sudah,9,140,sudah,6,13,130,led,33,9,97,956,34.44,17083.475,41.165
12968,5500,belum,9,10,sudah,7,5,140,neon,19,18,76,671,26.42,53795.22309,31.653
12969,6600,sudah,17,0,belum,4,2,70,neon,33,19,60,740,32.36,66145.7076,38.92
12970,900,sudah,2,110,sudah,0,16,310,pijar,9,4,50,54,1.78,2804.048,2.074
12971,450,sudah,20,270,belum,11,18,130,pijar,40,15,35,888,46.38,22006.62,53.028
12972,5500,belum,6,320,sudah,5,7,390,neon,33,24,8,632,19.13,38304.00714,22.538
12973,900,belum,3,180,sudah,1,15,320,led,33,2,82,910,9.70,15767.024,11.662
12974,900,belum,19,10,sudah,7,9,190,neon,13,4,4,576,11.21,17500.288,12.944
12975,5500,sudah,10,110,belum,15,24,170,pijar,1,19,31,289,55.01,107372.9063,63.178
12976,450,sudah,7,140,sudah,9,12,220,pijar,0,22,70,45,21.16,10285.775,24.785
12977,2200,sudah,20,170,sudah,5,20,290,pijar,20,9,73,999,39.33,67234.8933,46.539
12978,3500,sudah,19,180,sudah,18,3,370,neon,1,3,12,85,19.79,39974.64513,23.521
12979,2200,belum,0,20,sudah,13,19,310,neon,9,9,18,277,66.08,113127.2335,78.305
12980,1300,belum,0,350,belum,9,13,70,neon,14,3,58,105,9.83,15503.0757,10.731
12981,450,belum,12,50,sudah,19,18,310,pijar,0,18,25,708,90.61,44541.12,107.328
12982,5500,sudah,12,220,belum,18,10,360,neon,27,14,72,781,80.05,162198.0446,95.437
12983,1300,belum,7,210,sudah,10,14,190,pijar,19,21,28,665,34.51,57653.6429,39.907
12984,900,sudah,3,270,belum,16,12,110,neon,34,18,85,306,62.84,100394.112,74.256
12985,3500,sudah,2,20,sudah,14,7,70,pijar,20,19,65,29,27.35,53754.43437,31.629
12986,3500,belum,7,160,belum,5,8,230,led,19,7,95,336,19.51,39583.75323,23.291
12987,450,sudah,18,260,belum,20,0,110,neon,24,10,92,496,22.56,11311.24,27.256
12988,900,sudah,14,50,belum,7,0,30,pijar,40,8,73,576,20.85,33307.872,24.636
12989,5500,belum,11,300,sudah,11,3,310,led,26,1,42,97,12.38,25015.38207,14.719
12990,450,belum,7,290,belum,0,10,260,led,21,3,50,936,5.07,2538.14,6.116
12991,3500,belum,9,110,sudah,10,4,50,led,20,0,43,610,3.30,6118.308,3.6
12992,1300,belum,3,310,sudah,11,2,210,pijar,6,17,83,691,12.42,21247.2029,14.707
12993,450,belum,15,330,sudah,14,21,210,led,39,18,78,43,102.02,50417.935,121.489
12994,450,belum,16,0,sudah,10,11,250,neon,14,14,31,69,28.58,13962.675,33.645
12995,3500,sudah,2,100,sudah,18,11,0,pijar,38,3,89,444,10.53,18337.9287,10.79
12996,2200,belum,10,20,sudah,18,5,90,led,22,11,88,609,25.54,43637.1635,30.205
12997,900,sudah,13,280,sudah,17,11,20,pijar,23,4,19,944,9.88,13617.344,10.072
12998,3500,belum,5,140,belum,9,13,220,neon,35,22,63,170,62.99,127668.6936,75.12
12999,2200,belum,16,0,sudah,12,6,150,pijar,19,10,34,414,15.45,25533.6278,17.674
13000,3500,sudah,15,240,belum,11,8,180,pijar,23,24,15,476,24.95,47919.94788,28.196
13001,1300,sudah,18,80,sudah,3,1,370,pijar,0,2,54,31,2.24,3728.7707,2.581
13002,3500,belum,5,320,belum,5,10,70,led,1,6,52,826,5.58,10601.66814,6.238
13003,3500,sudah,2,250,sudah,1,23,360,neon,22,22,99,496,47.30,97199.51976,57.192
13004,2200,sudah,13,300,belum,16,13,120,pijar,21,8,33,431,30.74,50326.1245,34.835
13005,2200,sudah,11,220,sudah,19,21,180,neon,40,9,44,951,77.83,131512.4857,91.031
13006,2200,sudah,14,220,sudah,16,24,160,pijar,19,2,66,672,58.51,97806.19,67.7
13007,6600,belum,12,160,sudah,16,13,120,pijar,29,7,92,852,40.03,78871.78824,46.408
13008,900,belum,14,40,sudah,5,21,230,led,7,4,54,22,22.38,35481.888,26.244
13009,450,belum,14,190,sudah,14,4,210,led,8,15,59,989,18.96,9332.935,22.489
13010,1300,belum,7,360,belum,14,23,250,led,23,11,77,301,87.18,148518.0494,102.802
13011,3500,sudah,4,10,belum,0,11,200,neon,2,17,65,644,2.41,4918.43982,2.894
13012,900,sudah,13,10,sudah,15,7,50,led,1,0,2,0,5.26,7273.76,5.38
13013,900,belum,20,20,belum,16,6,400,led,7,1,50,911,33.79,54162.472,40.061
13014,3500,sudah,3,360,belum,2,4,370,neon,7,24,81,453,15.00,30763.19253,18.101
13015,5500,belum,4,80,sudah,10,5,10,led,33,14,15,526,7.27,14065.31028,8.276
13016,1300,belum,20,120,sudah,0,14,300,neon,8,8,18,487,3.45,5835.1433,4.039
13017,2200,belum,15,330,belum,13,0,50,pijar,31,0,76,222,4.32,7471.9884,5.172
13018,2200,sudah,9,310,sudah,13,22,100,pijar,26,19,56,529,51.91,86079.5601,59.583
13019,2200,sudah,6,340,sudah,7,18,290,neon,39,3,36,601,36.60,62689.8671,43.393
13020,900,sudah,10,40,belum,1,19,70,neon,21,24,77,28,33.71,54845.232,40.566
13021,1300,sudah,9,120,belum,15,14,400,pijar,27,18,65,417,98.75,169155.5889,117.087
13022,3500,belum,18,60,sudah,6,22,300,led,10,0,79,2,34.44,69140.27946,40.682
13023,900,sudah,6,70,sudah,4,0,70,pijar,7,18,15,79,2.22,3229.928,2.389
13024,6600,belum,17,240,belum,12,20,370,neon,7,4,39,860,79.95,161169.829,94.832
13025,2200,sudah,7,330,sudah,2,22,80,neon,17,23,36,82,16.93,28876.6636,19.988
13026,5500,sudah,2,60,sudah,2,6,350,led,10,18,58,592,12.72,26091.18456,15.352
13027,900,sudah,8,200,belum,1,8,320,led,4,16,76,243,7.72,12528.984,9.267
13028,6600,sudah,6,20,belum,4,8,240,pijar,14,12,57,757,15.48,30817.57749,18.133
13029,900,belum,20,190,sudah,5,6,340,led,10,3,20,488,12.71,20398.976,15.088
13030,900,belum,9,320,sudah,15,23,400,neon,11,5,93,182,122.50,197631.304,146.177
13031,1300,belum,19,310,sudah,3,23,200,led,3,24,70,780,21.55,36854.297,25.51
13032,1300,sudah,9,190,belum,13,19,30,led,36,5,97,239,24.22,38745.4093,26.819
13033,900,sudah,15,210,sudah,2,20,160,led,17,0,31,663,8.75,13807.976,10.213
13034,1300,sudah,18,210,sudah,0,9,30,pijar,18,24,5,340,6.02,9072.716,6.28
13035,2200,belum,7,220,belum,15,16,220,neon,6,8,64,34,49.24,82992.2362,57.446
13036,5500,sudah,4,70,sudah,2,13,80,led,20,0,60,520,2.58,4894.6464,2.88
13037,2200,sudah,6,170,sudah,7,19,300,neon,3,0,92,805,35.23,60280.1075,41.725
13038,1300,sudah,3,260,sudah,15,11,50,neon,21,14,5,941,10.75,16528.8127,11.441
13039,450,sudah,6,220,belum,18,24,360,led,14,9,48,237,137.56,67696.875,163.125
13040,1300,belum,19,340,sudah,9,3,140,led,7,11,25,505,10.71,18304.349,12.67
13041,6600,sudah,1,30,sudah,15,2,120,pijar,22,16,31,293,13.02,25212.52755,14.835
13042,6600,sudah,5,300,sudah,3,18,70,pijar,16,0,97,831,5.44,10385.82783,6.111
13043,3500,belum,3,280,sudah,4,24,20,pijar,32,9,28,283,10.35,18876.67971,11.107
13044,450,belum,17,270,sudah,10,4,20,led,21,2,78,381,7.82,3754.505,9.047
13045,3500,sudah,5,10,sudah,5,1,130,led,30,24,99,480,59.63,123147.9438,72.46
13046,6600,belum,4,110,sudah,20,18,130,neon,24,5,49,725,46.90,91511.19285,53.845
13047,5500,sudah,14,360,sudah,15,17,0,led,33,4,99,248,17.05,31196.57268,18.356
13048,5500,sudah,10,40,belum,15,15,120,pijar,15,11,82,792,36.51,70907.79066,41.722
13049,5500,belum,13,320,sudah,7,11,40,pijar,31,23,97,903,65.31,131380.4671,77.304
13050,5500,belum,6,180,sudah,5,15,40,led,22,6,63,470,11.17,21866.15298,12.866
13051,450,sudah,12,190,sudah,13,3,10,led,13,7,91,388,9.67,4705.685,11.339
13052,450,belum,19,140,sudah,3,1,380,pijar,2,15,9,366,3.82,1840.94,4.436
13053,450,belum,14,350,sudah,7,17,360,led,29,22,62,580,73.14,36468.54,87.876
13054,2200,belum,19,300,belum,0,23,330,pijar,2,19,75,658,7.72,13302.7976,9.208
13055,6600,sudah,9,70,sudah,8,2,240,led,5,5,54,33,4.97,9947.34909,5.853
13056,900,belum,0,180,belum,10,19,70,pijar,10,23,2,437,13.70,19194.344,14.197
13057,2200,sudah,17,270,belum,11,2,80,neon,35,17,61,542,35.96,62392.2589,43.187
13058,3500,belum,4,290,belum,6,16,140,neon,22,13,70,73,29.43,58961.79429,34.693
13059,900,belum,20,270,belum,0,15,260,neon,0,5,24,440,4.90,7895.68,5.84
13060,900,sudah,19,40,belum,14,18,200,neon,13,18,16,91,47.49,74353.24,54.995
13061,6600,belum,14,60,belum,20,12,200,neon,1,15,25,813,43.18,85024.08684,50.028
13062,6600,sudah,2,70,belum,14,4,160,neon,35,23,22,850,23.54,47008.9998,27.66
13063,1300,sudah,15,100,belum,17,0,40,led,13,6,96,358,7.76,13502.1662,9.346
13064,3500,sudah,16,90,sudah,1,9,80,led,15,20,10,304,4.69,9286.23192,5.464
13065,450,sudah,18,50,sudah,10,1,110,led,26,5,7,668,3.13,1484.87,3.578
13066,2200,sudah,9,330,sudah,11,5,220,led,19,5,45,319,16.60,28408.5808,19.664
13067,2200,sudah,10,170,sudah,3,0,160,led,1,11,45,808,2.52,4338.4341,3.003
13068,2200,belum,18,250,sudah,16,4,220,led,7,16,46,826,20.73,35478.9426,24.558
13069,2200,belum,11,270,belum,7,17,210,led,26,22,55,86,50.00,85968.3182,59.506
13070,6600,belum,3,170,belum,8,17,240,led,13,4,74,427,31.89,63604.91025,37.425
13071,3500,sudah,17,280,belum,12,19,240,pijar,18,6,87,304,58.99,117573.4854,69.18
13072,900,sudah,0,70,belum,10,20,200,pijar,20,10,49,637,43.45,68190.824,50.437
13073,3500,belum,0,190,sudah,8,9,30,neon,33,13,0,971,3.29,5321.22843,3.131
13074,900,sudah,16,310,belum,3,1,180,led,19,21,83,321,32.12,52644.176,38.938
13075,3500,sudah,17,240,belum,15,6,340,led,5,22,96,586,38.47,77882.66178,45.826
13076,5500,sudah,1,10,sudah,20,13,320,neon,34,4,47,247,75.67,152701.071,89.849
13077,5500,sudah,8,280,belum,3,7,70,neon,38,16,1,891,4.77,8852.85177,5.209
13078,3500,belum,10,280,belum,4,23,290,neon,25,5,73,136,32.68,65841.49173,38.741
13079,450,sudah,16,80,sudah,11,13,60,neon,4,16,72,682,13.60,6287.25,15.15
13080,5500,belum,0,60,sudah,8,21,60,pijar,7,0,40,867,10.22,18604.75491,10.947
13081,5500,belum,12,120,belum,12,11,60,led,5,5,13,835,9.84,17879.0556,10.52
13082,2200,belum,14,180,sudah,14,3,320,pijar,24,22,84,289,51.03,87550.2647,60.601
13083,6600,belum,12,350,belum,17,5,220,led,11,15,89,45,31.69,63953.3139,37.63
13084,1300,sudah,12,130,belum,2,7,40,neon,26,18,61,460,25.92,44970.6216,31.128
13085,450,belum,16,160,sudah,4,18,390,pijar,34,9,82,662,47.41,23403.51,56.394
13086,2200,belum,2,100,belum,14,5,90,pijar,5,17,60,617,10.79,17649.8999,12.217
13087,900,sudah,8,210,belum,12,21,180,led,25,10,94,350,60.41,95843.28,70.89
13088,1300,sudah,16,290,sudah,12,18,150,neon,6,19,3,31,32.42,54050.5611,37.413
13089,1300,sudah,6,140,belum,16,13,90,neon,24,15,66,746,38.13,63662.1502,44.066
13090,1300,sudah,9,80,belum,3,22,150,pijar,24,13,14,497,13.88,22371.1795,15.485
13091,900,sudah,1,250,sudah,11,23,340,led,37,8,14,444,76.44,122840.016,90.858
13092,900,belum,6,320,belum,18,5,0,neon,39,23,48,36,38.13,60856.224,45.012
13093,3500,belum,20,340,sudah,4,2,100,led,29,21,1,612,7.52,14991.55413,8.821
13094,900,belum,1,60,belum,3,2,330,pijar,11,23,24,691,7.73,11901.656,8.803
13095,2200,belum,16,220,sudah,4,21,380,neon,11,16,67,940,40.29,69594.0884,48.172
13096,3500,sudah,18,60,sudah,2,6,370,neon,26,13,80,699,27.61,56524.66827,33.259
13097,450,belum,2,180,sudah,14,16,250,pijar,9,22,89,190,62.85,30781.38,74.172
13098,450,sudah,10,350,sudah,2,22,0,pijar,9,8,86,39,8.49,4038.365,9.731
13099,2200,belum,2,170,belum,13,15,240,led,24,9,35,851,47.30,80254.5297,55.551
13100,900,belum,9,310,belum,15,21,30,pijar,13,7,13,126,14.05,18318.248,13.549
13101,900,belum,3,310,belum,3,16,270,pijar,15,2,41,675,13.44,21354.84,15.795
13102,6600,belum,12,330,sudah,15,13,90,neon,8,2,2,263,19.40,37058.25165,21.805
13103,900,belum,1,90,belum,13,10,50,led,32,20,40,739,28.26,44520.008,32.929
13104,1300,belum,19,240,sudah,16,5,110,neon,35,2,55,581,15.32,25702.6577,17.791
13105,1300,sudah,8,180,sudah,10,11,190,pijar,33,18,51,900,45.82,77340.5698,53.534
13106,2200,sudah,5,310,sudah,1,9,240,led,38,4,7,98,4.12,7038.5784,4.872
13107,900,sudah,5,180,sudah,11,1,260,pijar,40,21,23,841,21.23,32341.192,23.921
13108,3500,belum,19,240,sudah,3,1,110,pijar,18,0,17,918,4.89,9870.87024,5.808
13109,6600,belum,0,50,belum,2,11,200,neon,6,4,70,544,5.63,11257.68672,6.624
13110,2200,belum,5,360,sudah,12,8,370,pijar,5,0,67,691,31.91,54914.4917,38.011
13111,1300,sudah,4,260,belum,17,16,240,led,5,8,94,736,60.46,102307.8752,70.816
13112,1300,sudah,12,260,sudah,16,5,10,neon,20,20,62,231,24.58,41825.5097,28.951
13113,6600,sudah,15,130,belum,7,17,140,neon,12,22,26,471,22.51,44094.30585,25.945
13114,1300,sudah,20,270,sudah,7,2,70,pijar,40,19,51,680,39.15,66196.154,45.82
13115,5500,sudah,5,60,sudah,15,1,290,neon,31,22,7,207,8.34,16368.17343,9.631
13116,900,belum,7,130,sudah,2,13,250,neon,24,16,88,987,35.00,57039.528,42.189
13117,1300,sudah,10,230,belum,10,5,210,led,14,11,64,967,19.89,34128.1481,23.623
13118,3500,sudah,2,210,sudah,9,20,230,led,31,1,75,702,38.13,76218.82191,44.847
13119,450,sudah,6,120,belum,8,12,390,led,0,3,91,89,32.23,15873.335,38.249
13120,6600,sudah,20,320,belum,19,4,240,neon,36,7,14,485,24.38,48696.63309,28.653
13121,3500,sudah,5,250,sudah,14,24,180,led,3,22,94,702,58.81,116648.9411,68.636
13122,5500,sudah,10,140,sudah,5,21,360,pijar,30,13,31,61,43.64,87272.56503,51.351
13123,2200,sudah,4,210,sudah,2,11,40,pijar,34,23,39,56,28.05,46626.2478,32.274
13124,1300,sudah,3,180,sudah,0,4,230,pijar,32,7,84,313,16.55,28415.8043,19.669
13125,6600,sudah,13,310,belum,17,15,40,neon,37,24,40,759,44.10,85841.56077,50.509
13126,450,belum,3,330,belum,16,11,280,pijar,39,11,73,233,69.40,33955.3,81.82
13127,900,sudah,5,210,belum,15,23,280,led,37,24,65,509,131.01,210748.408,155.879
13128,3500,belum,10,90,sudah,3,12,130,led,39,20,14,568,14.47,29007.57804,17.068
13129,6600,sudah,16,300,belum,5,6,270,led,4,12,79,198,14.21,28705.0617,16.89
13130,900,sudah,11,280,belum,16,22,330,neon,18,7,98,409,111.40,178459.944,131.997
13131,450,belum,0,30,belum,1,18,100,led,21,19,98,924,34.53,17357.79,41.826
13132,900,belum,19,20,belum,18,5,10,led,10,11,62,13,7.56,10968.776,8.113
13133,450,sudah,16,340,sudah,19,20,170,led,33,12,26,208,69.03,33425.76,80.544
13134,6600,sudah,0,40,belum,7,5,200,led,4,17,87,767,11.54,23254.66899,13.683
13135,900,sudah,8,50,belum,11,17,330,pijar,22,20,0,321,53.65,84406.712,62.431
13136,5500,belum,14,210,sudah,7,24,150,led,17,13,4,16,25.18,49354.3512,29.04
13137,900,sudah,19,280,belum,14,23,10,neon,25,11,1,70,10.30,12012.52,8.885
13138,5500,belum,7,10,sudah,10,22,280,led,29,2,80,298,56.30,113202.2942,66.608
13139,3500,sudah,3,40,belum,6,0,70,neon,11,22,82,778,17.13,35251.65126,20.742
13140,1300,sudah,19,230,sudah,1,21,10,led,20,24,51,55,24.23,42062.4405,29.115
13141,900,belum,10,0,belum,15,21,360,pijar,32,3,40,831,99.77,159631.992,118.071
13142,5500,belum,0,20,belum,19,5,210,led,19,21,40,14,30.36,61053.91572,35.924
13143,1300,sudah,20,200,belum,6,4,240,led,33,1,62,209,10.18,17358.0705,12.015
13144,2200,belum,1,120,sudah,3,9,70,neon,26,20,91,828,41.57,72463.2626,50.158
13145,5500,sudah,18,60,sudah,9,3,190,neon,39,20,81,790,58.20,119273.0154,70.18
13146,1300,sudah,16,90,sudah,7,15,330,pijar,16,21,45,93,43.54,74117.4441,51.303
13147,5500,sudah,0,270,belum,19,23,130,neon,28,24,74,64,91.50,181173.2971,106.602
13148,5500,belum,16,70,belum,2,5,50,neon,38,13,41,506,18.75,38035.4814,22.38
13149,900,sudah,0,100,belum,5,9,160,led,16,12,49,658,14.59,23343.632,17.266
13150,6600,belum,4,220,belum,14,18,130,pijar,14,20,68,62,45.95,89636.61126,52.742
13151,5500,sudah,18,250,sudah,6,13,360,pijar,35,11,62,884,48.38,97440.85302,57.334
13152,900,belum,3,130,belum,8,1,10,pijar,3,3,32,496,1.13,1695.408,1.254
13153,900,belum,14,90,belum,5,16,340,pijar,34,18,94,514,72.80,116950.704,86.502
13154,450,sudah,8,130,sudah,5,20,50,led,38,11,50,436,23.32,11361.04,27.376
13155,6600,sudah,19,280,belum,12,17,40,neon,25,14,66,138,32.14,62403.34254,36.718
13156,6600,sudah,15,170,belum,9,20,160,led,26,8,32,92,32.92,64748.69394,38.098
13157,450,belum,9,130,belum,11,11,10,pijar,9,7,17,492,4.44,1636.345,3.943
13158,5500,sudah,9,200,sudah,16,1,310,neon,15,4,39,308,7.91,15989.17824,9.408
13159,1300,sudah,16,180,sudah,3,23,370,led,36,20,80,197,71.43,124543.2529,86.207
13160,2200,belum,10,210,belum,10,5,270,neon,30,6,92,857,27.64,47699.6599,33.017
13161,5500,belum,18,170,belum,12,8,240,pijar,40,24,22,458,41.75,81030.19134,47.678
13162,900,sudah,14,260,belum,6,12,390,pijar,9,24,0,285,27.33,43270.76,32.005
13163,900,belum,19,110,sudah,15,16,240,neon,19,22,81,738,79.39,127474.672,94.286
13164,6600,sudah,2,100,sudah,14,22,260,pijar,1,13,5,104,68.29,136725.489,80.449
13165,2200,sudah,4,30,belum,11,16,40,pijar,40,9,71,840,29.71,48484.132,33.56
13166,3500,belum,1,350,sudah,7,21,240,led,33,22,84,793,81.11,165546.1187,97.407
13167,900,sudah,19,240,sudah,6,22,400,pijar,23,18,68,446,72.31,116215.216,85.958
13168,450,sudah,5,90,belum,5,18,120,led,8,3,81,878,12.35,5839.88,14.072
13169,3500,belum,7,40,sudah,11,23,250,led,32,14,9,114,57.50,115017.3923,67.676
13170,1300,belum,9,220,belum,9,10,260,pijar,13,11,51,249,28.08,47562.4134,32.922
13171,5500,sudah,9,20,sudah,6,3,330,pijar,4,18,28,368,7.28,14452.80312,8.504
13172,3500,sudah,7,160,sudah,11,24,310,led,11,24,16,940,74.31,149769.3817,88.124
13173,2200,belum,4,240,belum,2,0,320,neon,32,11,48,446,15.19,26440.8994,18.302
13174,6600,belum,20,200,sudah,19,16,320,led,23,3,3,778,86.23,173802.4355,102.265
13175,900,belum,0,0,belum,16,8,180,neon,18,1,12,866,20.90,32612.944,24.122
13176,900,belum,5,210,sudah,10,0,260,pijar,29,23,43,832,26.28,41321.176,30.563
13177,450,sudah,13,230,belum,20,16,70,neon,30,11,10,398,26.84,12071.52,29.088
13178,450,sudah,1,290,belum,15,14,350,led,35,15,5,184,64.74,31788.585,76.599
13179,1300,sudah,8,50,sudah,20,24,260,led,13,19,91,723,125.34,214393.48,148.4
